REPO, SHA, CONFIG_PARAMETER, TEST_NAME, VALUE, TYPE(GOOD|BAD), EXPECTATION(PASS|FAIL)
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, localjceks://file/home/lmccay/, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, "localjceks://file/home/lmccay/aws.jceks,localjceks://file/home/lmccay/aws.jceks", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.enabled,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.enabled,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.num-retries,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 1000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.num-retries,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 2000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.num-retries,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 3000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.num-retries,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, foobar, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 1000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 2000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 3000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.clear-text-fallback,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.clear-text-fallback,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.timeout-ms,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 10000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.timeout-ms,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 20000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.zk.timeout-ms,org.apache.hadoop.util.curator.TestZKCuratorManager#testChildren, 30000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.crypto.cipher.suite,org.apache.hadoop.crypto.TestCryptoOutputStreamClosing#testOutputStreamClosing, AES/CTR/NoPadding, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.crypto.cipher.suite,org.apache.hadoop.crypto.TestCryptoOutputStreamClosing#testOutputStreamClosing, AES/CTR/Padding, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, /foo/bar, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, arbitrary path, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, 1234567, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, TLSv1.2, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, TLSv2.0, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.keystores.factory.class,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.keystores.factory.class,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, org.apache.hadoop.security.ssl.KeyStoresFactory, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.clear-text-fallback,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.clear-text-fallback,org.apache.hadoop.security.ssl.TestSSLFactory#testServerWeakCiphers, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.group.mapping,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.group.mapping,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMappingWithFallback, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.group.mapping,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, org.apache.hadoop.security.JniBasedUnixGroupsMappingWith, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 3, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 5, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, -1, BAD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 2147483648, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 300, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 1000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 2000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, -1, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, dr.who=;, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, user1=group2;;, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, user1=group1,group2;user2=group2;user3=group3;, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, user1=group1=user2, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.negative-cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 30, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.negative-cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 300, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.negative-cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 3000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.negative-cache.secs,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 9223372036854775808, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 5000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 10000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 15000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, -1, BAD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms,org.apache.hadoop.security.authentication.server.TestProxyUserAuthenticationFilter#testFilter, 9223372036854775808, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 3, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 0, BAD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, -1, BAD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 10000000000, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, -10000000000, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload | hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, true | -1, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload | hadoop.security.groups.cache.background.reload.threads, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, true | 0, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 300, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 10000000000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 0, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, -1, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.secs, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 100000000000000000000000000000000, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, dr.who=;, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, user2, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, user3, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, , GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, user1, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.user.group.static.mapping.overrides, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, me, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.background.reload, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 5000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, -1, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.cache.warn.after.ms, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, -10000000000000000000, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.shell.command.timeout, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 0s, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.shell.command.timeout, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 5s, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.shell.command.timeout, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 2m, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.shell.command.timeout, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 2j, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.groups.shell.command.timeout, org.apache.hadoop.security.TestGroupsCaching#testGroupsCaching, 30x, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms, org.apache.hadoop.security.TestSecurityUtil#testGetHostFromPrincipal, 1000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms, org.apache.hadoop.security.TestSecurityUtil#testGetHostFromPrincipal, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms, org.apache.hadoop.security.TestSecurityUtil#testGetHostFromPrincipal, -1, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.threshold.ms, org.apache.hadoop.security.TestSecurityUtil#testGetHostFromPrincipal, -9999999999, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.enabled, org.apache.hadoop.security.TestSecurityUtil#testGetHostFromPrincipal, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.dns.log-slow-lookups.enabled, org.apache.hadoop.security.TestSecurityUtil#testGetHostFromPrincipal, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, , GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, jceks://file/$hadoop_dir/hadoop-common-project/hadoop-common/target/test/data/test.jks, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, jceks://file/$hadoop_dir/hadoop-common-project/hadoop-common/target/test/data/keystore.jks, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, randomPath, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.provider.path, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, ./, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, TLSv1.2, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, TLSv1.3, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, TLSv1.1, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, TLSv99.99, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.enabled.protocols, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, FakeVersion, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.hostname.verifier, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, DEFAULT, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.hostname.verifier, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, STRICT, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.hostname.verifier, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, ALLOW_ALL, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.hostname.verifier, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, INVALID_VALUE, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.hostname.verifier, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, randomString, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.keystores.factory.class, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.keystores.factory.class, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, org.apache.hadoop.security.ssl.DelegatingSSLSocketFactory, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.keystores.factory.class, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, org.apache.hadoop.security.ssl.KeyStoresFactory, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.keystores.factory.class, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, randomString, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.server.conf, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, ssl-server.xml, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.server.conf, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, core-ctest.xml, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.server.conf, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, core-site.xml, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.ssl.server.conf, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, random-file.xml, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.clear-text-fallback, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, hadoop.security.credential.clear-text-fallback, org.apache.hadoop.security.ssl.TestSSLFactory#testServerDifferentPasswordAndKeyPassword, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, io.serializations, org.apache.hadoop.io.serializer.avro.TestAvroSerialization#testReflect, org.apache.hadoop.io.serializer.WritableSerialization, org.apache.hadoop.io.serializer.avro.AvroSpecificSerialization, org.apache.hadoop.io.serializer.avro.AvroReflectSerialization, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, io.serializations, org.apache.hadoop.io.serializer.avro.TestAvroSerialization#testReflect, org.apache.hadoop.io.serializer.avro.AvroSpecificSerialization, org.apache.hadoop.io.serializer.avro.AvroReflectSerialization, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, io.serializations, org.apache.hadoop.io.serializer.avro.TestAvroSerialization#testReflect, org.apache.hadoop.io.serializer.avro.AvroReflectSerialization, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, io.serializations, org.apache.hadoop.io.serializer.avro.TestAvroSerialization#testReflect, org.apache.hadoop.io.serializer.WritableSerialization, BAD, FAIL
